128
1.000000e-05	1.000000e+00
1.129140e-05	1.000000e+00
1.274957e-05	1.000000e+00
1.439604e-05	1.000000e+00
1.625516e-05	1.000000e+00
1.835435e-05	1.000000e+00
2.072463e-05	1.000000e+00
2.340101e-05	1.000000e+00
2.642301e-05	1.000000e+00
2.983527e-05	1.000000e+00
3.368819e-05	1.000000e+00
3.803872e-05	1.000000e+00
4.295103e-05	1.000000e+00
4.849773e-05	1.000000e+00
5.476071e-05	1.000000e+00
6.183251e-05	1.000000e+00
6.981754e-05	1.000000e+00
7.883378e-05	1.000000e+00
8.901436e-05	1.000000e+00
1.005098e-04	1.000000e+00
1.134896e-04	1.000000e+00
1.281456e-04	1.000000e+00
1.446943e-04	1.000000e+00
1.633801e-04	1.000000e+00
1.844791e-04	1.000000e+00
2.083026e-04	1.000000e+00
2.352030e-04	1.000000e+00
2.655770e-04	9.999998e-01
2.998736e-04	9.999998e-01
3.385993e-04	9.999998e-01
3.823259e-04	9.999998e-01
4.316994e-04	9.999993e-01
4.874492e-04	9.999993e-01
5.503986e-04	9.999991e-01
6.214771e-04	9.999991e-01
7.017344e-04	9.999987e-01
7.923563e-04	9.999985e-01
8.946811e-04	9.999979e-01
1.010221e-03	9.999973e-01
1.140680e-03	9.999967e-01
1.287988e-03	9.999958e-01
1.454319e-03	9.999946e-01
1.642129e-03	9.999931e-01
1.854194e-03	9.999914e-01
2.093644e-03	9.999890e-01
2.364018e-03	9.999860e-01
2.669307e-03	9.999821e-01
3.014021e-03	9.999773e-01
3.403252e-03	9.999711e-01
3.842748e-03	9.999630e-01
4.339000e-03	9.999529e-01
4.899338e-03	9.999401e-01
5.532040e-03	9.999234e-01
6.246448e-03	9.999025e-01
7.053112e-03	9.998758e-01
7.963950e-03	9.998415e-01
8.992418e-03	9.997980e-01
1.015370e-02	9.997424e-01
1.146495e-02	9.996715e-01
1.294553e-02	9.995813e-01
1.461732e-02	9.994662e-01
1.650499e-02	9.993194e-01
1.863645e-02	9.991319e-01
2.104317e-02	9.988938e-01
2.376068e-02	9.985899e-01
2.682912e-02	9.982027e-01
3.029385e-02	9.977095e-01
3.420599e-02	9.970809e-01
3.862335e-02	9.962803e-01
4.361116e-02	9.952608e-01
4.924313e-02	9.939635e-01
5.560237e-02	9.923127e-01
6.278285e-02	9.902135e-01
7.089066e-02	9.875458e-01
8.004548e-02	9.841598e-01
9.038253e-02	9.798658e-01
1.020546e-01	9.744295e-01
1.152339e-01	9.675592e-01
1.301152e-01	9.588978e-01
1.469182e-01	9.480119e-01
1.658912e-01	9.343817e-01
1.873144e-01	9.173991e-01
2.115043e-01	8.963663e-01
2.388180e-01	8.705177e-01
2.696589e-01	8.390507e-01
3.044826e-01	8.011948e-01
3.438034e-01	7.563112e-01
3.882022e-01	7.040343e-01
4.383345e-01	6.444429e-01
4.949415e-01	5.782362e-01
5.588581e-01	5.068724e-01
6.310290e-01	4.325921e-01
7.125199e-01	3.582810e-01
8.045347e-01	2.871337e-01
9.084321e-01	2.221748e-01
1.025747e+00	1.657577e-01
1.158213e+00	1.192023e-01
1.307785e+00	8.269066e-02
1.476672e+00	5.542956e-02
1.667368e+00	3.599455e-02
1.882692e+00	2.271317e-02
2.125823e+00	1.397413e-02
2.400351e+00	8.411290e-03
2.710332e+00	4.969548e-03
3.060348e+00	2.890683e-03
3.455560e+00	1.659928e-03
3.901810e+00	9.431847e-04
4.405689e+00	5.313581e-04
4.974640e+00	2.972909e-04
5.617063e+00	1.654154e-04
6.342450e+00	9.163350e-05
7.161520e+00	5.058338e-05
8.086358e+00	2.784561e-05
9.130629e+00	1.529505e-05
1.030976e+01	8.386691e-06
1.164116e+01	4.592366e-06
1.314449e+01	2.511971e-06
1.484197e+01	1.372854e-06
1.675868e+01	7.497939e-07
1.892289e+01	4.092931e-07
2.136660e+01	2.233303e-07
2.412587e+01	1.218207e-07
2.724148e+01	6.643308e-08
3.075944e+01	3.622104e-08
3.473171e+01	1.974557e-08
3.921700e+01	1.076273e-08
4.428148e+01	5.865917e-09
4.999998e+01	3.196807e-09
